"Name","Genre","Publisher","total_sales","exclusive","NA_Sales_prop","EU_Sales_prop","JP_Sales_prop","Other_Sales_prop"
"Final Fantasy IX","Role-Playing","SquareSoft",5.3,"yes",0.305660377358491,0.145283018867925,0.524528301886792,0.0264150943396226
"Final Fantasy Legend III","Role-Playing","SquareSoft",0.76,"yes",0,0,1,0
"Final Fantasy Tactics","Role-Playing","SquareSoft",2.45,"yes",0.379591836734694,0.0489795918367347,0.546938775510204,0.0244897959183673
"Final Fantasy Tactics A2: Grimoire of the Rift","Role-Playing","Square Enix",0.79,"yes",0.531645569620253,0.0379746835443038,0.379746835443038,0.0506329113924051
"Final Fantasy Tactics Advance","Role-Playing","SquareSoft",2.13,"yes",0.384976525821596,0.173708920187793,0.417840375586854,0.0234741784037559
"Final Fantasy Tactics: The War of the Lions","Role-Playing","Square Enix",1.16,"yes",0.387931034482759,0.21551724137931,0.258620689655172,0.137931034482759
"Final Fantasy Type-0","Role-Playing","Square Enix",1.22,"no",0.426229508196721,0.319672131147541,0.122950819672131,0.131147540983607
"Final Fantasy Type-0","Role-Playing","Unknown",0.81,"yes",0,0,1,0
"Final Fantasy V","Role-Playing","SquareSoft",2.62,"no",0,0,0.988549618320611,0.0114503816793893
"Final Fantasy V Advance","Role-Playing","Nintendo",0.26,"yes",0,0,1,0.0384615384615385
"Final Fantasy VI","Role-Playing","Sony Computer Entertainment",0.08,"yes",0,0,1,0.125
"Final Fantasy VI Advance","Role-Playing","Nintendo",0.28,"yes",0,0,1,0.0357142857142857
"Final Fantasy VII","Role-Playing","Sony Computer Entertainment",9.72,"yes",0.309670781893004,0.254115226337449,0.337448559670782,0.0987654320987654
"Final Fantasy VII International","Role-Playing","Square",0.63,"yes",0,0,0.936507936507936,0.0634920634920635
"Final Fantasy VIII","Role-Playing","SquareSoft",7.86,"yes",0.290076335877863,0.21882951653944,0.461832061068702,0.0292620865139949
"Final Fantasy X","Role-Playing","Sony Computer Entertainment",8.05,"yes",0.361490683229814,0.257142857142857,0.339130434782609,0.0409937888198758
"Final Fantasy X / X-2 HD Remaster","Role-Playing","Square Enix",2.3,"no",0.278260869565217,0.308695652173913,0.260869565217391,0.147826086956522
"Final Fantasy X International","Role-Playing","Square Enix",0.27,"yes",0,0,1,0
"Final Fantasy X-2","Role-Playing","Electronic Arts",5.29,"yes",0.362948960302457,0.204158790170132,0.398865784499055,0.0321361058601134
"Final Fantasy X-2: International + Last Mission","Role-Playing","Square Enix",0.29,"yes",0,0,1,0
"Final Fantasy X/X-2 HD Remaster","Role-Playing","Square Enix",0.71,"yes",0.408450704225352,0.352112676056338,0.0845070422535211,0.154929577464789
"Final Fantasy XI","Role-Playing","Square Enix",0.19,"yes",0.894736842105263,0.0526315789473684,0,0.0526315789473684
"Final Fantasy XI","Role-Playing","Unknown",0.32,"yes",0.25,0.1875,0.46875,0.0625
"Final Fantasy XI: All-In-One Pack 2006","Role-Playing","Square Enix",0.02,"yes",0,0,1,0
"Final Fantasy XI: Chains of Promathia","Role-Playing","Square Enix",0.25,"yes",0.48,0.36,0,0.12
"Final Fantasy XI: Rise of the Zilart","Role-Playing","Square Enix",0.13,"yes",0,0,1,0
"Final Fantasy XI: Treasures of Aht Urhgan","Role-Playing","Square Enix",0.23,"yes",0.260869565217391,0.217391304347826,0.434782608695652,0.0869565217391304
"Final Fantasy XI: Ultimate Collection","Role-Playing","Square Enix",0.27,"yes",0.925925925925926,0,0,0.0740740740740741
"Final Fantasy XI: Vana'diel Collection 2008","Role-Playing","Square Enix",0.23,"no",0.695652173913044,0.130434782608696,0.0869565217391304,0.0869565217391304
"Final Fantasy XI: Wings of the Goddess","Role-Playing","Square Enix",1.11,"no",0.54054054054054,0.243243243243243,0.0990990990990991,0.0990990990990991
"Final Fantasy XII","Role-Playing","Square Enix",5.95,"yes",0.315966386554622,0,0.391596638655462,0.292436974789916
"Final Fantasy XII International Zodiac Job System","Role-Playing","Square Enix",0.11,"yes",0,0,1,0
"Final Fantasy XII: Revenant Wings","Role-Playing","Square Enix",1.39,"yes",0.244604316546763,0.302158273381295,0.388489208633094,0.0719424460431655
"Final Fantasy XIII","Role-Playing","Square Enix",7.53,"no",0.399734395750332,0.254980079681275,0.249667994687915,0.0956175298804781
"Final Fantasy XIII-2","Role-Playing","Square Enix",3.42,"no",0.333333333333333,0.307017543859649,0.266081871345029,0.0935672514619883
"Final Fantasy XIV: A Realm Reborn","Role-Playing","Square Enix",3.34,"no",0.461077844311377,0.308383233532934,0.107784431137725,0.125748502994012
"Final Fantasy XIV: Heavensward","Action","Square Enix",0.16,"no",0.125,0.375,0.4375,0.0625
"Final Fantasy: Crystal Chronicles","Role-Playing","Nintendo",1.49,"yes",0.483221476510067,0.25503355704698,0.241610738255034,0.0268456375838926
"Final Fantasy: The 4 Heroes of Light","Role-Playing","Square Enix",0.59,"yes",0.389830508474576,0.186440677966102,0.389830508474576,0.0508474576271186
"Final Fight","Action","Capcom",1.56,"yes",0.42948717948718,0.108974358974359,0.442307692307692,0.0192307692307692
"Final Fight 2","Action","Capcom",1.02,"yes",0.382352941176471,0.117647058823529,0.480392156862745,0.0196078431372549
"Final Fight One","Fighting","Ubisoft",0.21,"yes",0.428571428571429,0.142857142857143,0.380952380952381,0
"Final Fight: Streetwise","Action","Capcom",0.07,"no",0.571428571428571,0.285714285714286,0,0.142857142857143
"Finding Nemo","Action","THQ",6.46,"no",0.622291021671827,0.308049535603715,0.0139318885448916,0.0557275541795666
"Finding Nemo: Escape to the Big Blue","Action","THQ",0.17,"yes",0.705882352941176,0.235294117647059,0,0.0588235294117647
"Finding Nemo: The Continuing Adventures","Action","THQ",0.3,"yes",0.7,0.266666666666667,0,0.0333333333333333
"Finny the Fish & the Seven Waters","Sports","Sony Computer Entertainment",0.05,"yes",0.4,0.4,0,0.2
"Fire Emblem","Strategy","Nintendo",0.97,"yes",0.505154639175258,0.185567010309278,0.298969072164948,0.0103092783505155
"Fire Emblem Fates","Role-Playing","Nintendo",1.54,"yes",0.461038961038961,0.142857142857143,0.337662337662338,0.0649350649350649
"Fire Emblem: Awakening","Role-Playing","Nintendo",2,"yes",0.445,0.225,0.265,0.065
"Fire Emblem: Fuuin no Tsurugi","Role-Playing","Nintendo",0.39,"yes",0,0,1,0
"Fire Emblem: Monsh? no Nazo","Role-Playing","Nintendo",0.7,"yes",0,0,1,0
"Fire Emblem: Path of Radiance","Action","Nintendo",0.54,"yes",0.537037037037037,0.148148148148148,0.296296296296296,0.0185185185185185
"Fire Emblem: Radiant Dawn","Strategy","Nintendo",0.51,"yes",0.549019607843137,0.0588235294117647,0.333333333333333,0.0588235294117647
"Fire Emblem: Seisen no Keifu","Strategy","Nintendo",0.58,"yes",0,0,1,0
"Fire Emblem: Shadow Dragon","Role-Playing","Nintendo",0.65,"yes",0.476923076923077,0.0461538461538461,0.415384615384615,0.0461538461538461
"Fire Emblem: Shin Monshou no Nazo Hikari to Kage no Eiyuu","Strategy","Nintendo",0.27,"yes",0,0,1,0
"Fire Emblem: The Sacred Stones","Strategy","Nintendo",0.89,"yes",0.471910112359551,0.179775280898876,0.337078651685393,0.0224719101123595
"Fire Emblem: Thracia 776","Strategy","Nintendo",0.26,"yes",0,0,1,0
"Fire Pro Wrestling Returns","Sports","505 Games",0.09,"yes",0.444444444444444,0.333333333333333,0,0.111111111111111
"Fire ProWrestling","Fighting","Spike",0.13,"yes",0.692307692307692,0.230769230769231,0,0
"Fire ProWrestling G","Fighting","Human Entertainment",0.19,"yes",0,0,0.947368421052632,0.0526315789473684
"Fire ProWrestling S: 6Men Scramble","Fighting","Human Entertainment",0.12,"yes",0,0,1,0
"Fireball","Action","Starpath Corp.",0.33,"yes",0.909090909090909,0.0606060606060606,0,0
"Fireblade","Action","Midway Games",0.29,"no",0.586206896551724,0.344827586206897,0,0.0689655172413793
"Firefighter F.D.18","Action","Konami Digital Entertainment",0.07,"yes",0.428571428571428,0.428571428571428,0,0.142857142857143
"Fireman Sam: Action Stations","Action","Avanquest Software",0.01,"yes",0,1,0,0
"First Queen: Ornic Senki","Role-Playing","Culture Brain",0.03,"yes",0,0,1,0
"Fish Tycoon","Simulation","Majesco Entertainment",0.27,"yes",0.888888888888889,0,0,0.0740740740740741
"Fishdom","Puzzle","Atari",0.05,"yes",1,0,0,0
"Fishdom 2 Deluxe","Puzzle","Rondomedia",0.02,"yes",0,1,0,0.5
"Fisherman's Bait 2: Big Ol' Bass","Sports","Konami Digital Entertainment",0.29,"yes",0.551724137931035,0.379310344827586,0,0.0689655172413793
"Fisherman's Bass Club","Sports","Agetec",1.08,"yes",0.490740740740741,0.37962962962963,0,0.12962962962963
"Fisherman's Challenge","Sports","Konami Digital Entertainment",0.04,"yes",0.5,0.5,0,0.25
"Fishing Derby","Sports","Activision",0.51,"yes",0.941176470588235,0.0588235294117647,0,0.0196078431372549
"Fishing Master","Misc","Konami Digital Entertainment",0.31,"yes",0.935483870967742,0,0,0.0645161290322581
"Fishing Master (jp sales)","Sports","Konami Digital Entertainment",0.06,"yes",0,0,1,0
"Fishing Master World Tour","Sports","Hudson Entertainment",0.09,"yes",1,0,0,0.111111111111111
"Fishing Resort","Sports","Namco Bandai Games",0.42,"yes",0.380952380952381,0,0.595238095238095,0.0238095238095238
"Fist of the North Star: Ken's Rage","Action","Ubisoft Annecy",0.82,"no",0.158536585365854,0.0609756097560976,0.74390243902439,0.0365853658536585
"Fist of the North Star: Ken's Rage 2","Fighting","Tecmo Koei",0.38,"no",0.0789473684210526,0.0263157894736842,0.894736842105263,0
"Fit & Fun","Sports","Unknown",0.01,"yes",0,1,0,0
"Fit in Six","Sports","Ubisoft",0.25,"no",0.92,0,0,0.08
"Flag Capture","Action","Atari",0.27,"yes",0.925925925925926,0.0740740740740741,0,0
"Flash Focus: Vision Training in Minutes a Day","Misc","Nintendo",3.84,"yes",0.2265625,0.408854166666667,0.2734375,0.0911458333333333
"FlatOut","Racing","Empire Interactive",0.55,"no",0.563636363636364,0.345454545454545,0,0.109090909090909
"FlatOut 2","Racing","Empire Interactive",0.2,"no",0.55,0.35,0,0.1
"FlatOut: Head On","Racing","Empire Interactive",0.29,"yes",0.448275862068966,0.379310344827586,0,0.206896551724138
"FlatOut: Ultimate Carnage","Racing","Empire Interactive",0.12,"no",0.583333333333333,0.333333333333333,0,0.0833333333333333
"Flight Control Rocket","Simulation","THQ",0.43,"yes",0.72093023255814,0.27906976744186,0,0.0232558139534884
"FlingSmash","Action","Nintendo",0.48,"yes",0.791666666666667,0.0208333333333333,0.145833333333333,0.0416666666666667
"Flip's Twisted World","Platform","Unknown",0.06,"yes",0.833333333333333,0,0,0
"Flipnic: Ultimate Pinball","Misc","Ubisoft",0.06,"yes",0.5,0.333333333333333,0,0.166666666666667
"Flipper Critters","Simulation","Conspiracy Entertainment",0.03,"yes",1,0,0,0
"Flow: Urban Dance Uprising","Misc","Ubisoft",0.04,"yes",0.5,0.25,0,0
"Flower, Sun, and Rain","Adventure","Rising Star Games",0.07,"yes",1,0,0,0.142857142857143
"Flushed Away","Platform","D3Publisher",0.26,"no",0.807692307692308,0.115384615384615,0,0.0384615384615385
"Flying Dragon","Fighting","Natsume",0.1,"yes",0.8,0.2,0,0
"Folklore","Role-Playing","Sony Computer Entertainment",0.33,"yes",0.606060606060606,0.151515151515152,0.151515151515152,0.0909090909090909
"Food Network: Cook or Be Cooked","Misc","Namco Bandai Games",0.44,"yes",0.931818181818182,0,0,0.0681818181818182
"Football Academy","Sports","Electronic Arts",0.02,"yes",0,0.5,0,0
"Football Director DS","Sports","Pinnacle",0.1,"yes",0,1,0,0
"Football Manager 2005","Sports","Sega",0.01,"yes",0,1,0,0
"Football Manager 2007","Sports","Sega",0.02,"yes",0,0.5,0,0
"Football Manager 2010","Sports","Sega",0.07,"yes",0,0.857142857142857,0,0.142857142857143
"Football Manager 2011","Sports","Sega",1.26,"yes",0,0.801587301587302,0,0.198412698412698
"Football Manager 2012","Sports","Sega",1.65,"no",0.0121212121212121,0.763636363636364,0,0.23030303030303
"Football Manager 2013","Sports","Sega",1.17,"yes",0,0.811965811965812,0,0.188034188034188
"Football Manager 2014","Sports","Sega",0.85,"no",0,0.823529411764706,0,0.164705882352941
"Football Manager 2015","Simulation","Sega",0.48,"yes",0,0.895833333333333,0,0.104166666666667
"Football Manager 2016","Simulation","Sega",0.31,"yes",0,0.935483870967742,0,0.0645161290322581
"Football Manager Handheld 2008","Sports","Sega",0.34,"yes",0,1,0,0
"Football Manager Handheld 2009","Sports","Sega",0.49,"yes",0,0.959183673469388,0,0.0408163265306122
"Football Manager Handheld 2010","Sports","Sega",0.36,"yes",0,0.722222222222222,0,0.25
"Football Manager Handheld 2011","Sports","Sega",0.42,"yes",0,0.666666666666667,0,0.333333333333333
"Football Manager Live","Sports","Sega",0.01,"yes",0,1,0,0
"Forbidden Siren 2","Action","Sony Computer Entertainment",0.08,"yes",0,0,1,0
"Ford Bold Moves Street Racing","Racing","Xplosiv",0.05,"yes",0.8,0,0,0
"Ford Mustang: The Legend Lives","Racing","Take-Two Interactive",0.38,"no",0.552631578947368,0.342105263157895,0,0.105263157894737
"Ford Racing","Racing","Empire Interactive",0.86,"yes",0.558139534883721,0.383720930232558,0,0.0697674418604651
"Ford Racing 2","Racing","Empire Interactive",1.15,"no",0.521739130434783,0.356521739130435,0,0.121739130434783
"Ford Racing 3","Racing","Take-Two Interactive",0.35,"no",0.571428571428572,0.342857142857143,0,0.0857142857142857
"Ford Racing 3","Racing","Zoo Digital Publishing",0.16,"no",0.8125,0.125,0,0.0625
"Ford Racing Off Road","Racing","Xplosiv",0.82,"no",0.25609756097561,0.682926829268293,0,0.0731707317073171
"Ford vs. Chevy","Racing","Global Star",0.3,"no",0.566666666666667,0.366666666666667,0,0.1
"Forever Kingdom","Role-Playing","From Software",0.09,"yes",0.222222222222222,0.222222222222222,0.444444444444444,0.111111111111111
"Forgotten Realms: Demon Stone","Action","Atari",0.29,"no",0.551724137931034,0.344827586206897,0,0.103448275862069
"Formula 1","Racing","Psygnosis",0.76,"yes",0.236842105263158,0.157894736842105,0.552631578947368,0.0657894736842105
"Formula 1 06","Racing","Sony Computer Entertainment",0.04,"yes",0,0,1,0
"Formula 1 Championship Edition","Racing","Psygnosis",0.36,"yes",0.166666666666667,0.111111111111111,0.638888888888889,0.0555555555555556
"Formula 1: Championship Edition","Racing","Sony Computer Entertainment",0.61,"yes",0,0.934426229508197,0.0655737704918033,0
"Formula One 2001","Racing","Sony Computer Entertainment",0.26,"yes",0.5,0.384615384615385,0,0.115384615384615
"Formula One World Championship: Beyond the Limit","Racing","Sega",0.07,"yes",0,0,1,0
"Forsaken","Shooter","Acclaim Entertainment",0.24,"yes",0.541666666666667,0.375,0,0.0833333333333333
"Fortress","Action","Majesco Entertainment",0.32,"yes",0.71875,0.25,0,0.03125
"Fortune Street","Misc","Nintendo",0.5,"yes",0.54,0.08,0.34,0.04
"Forza Horizon","Racing","Microsoft Game Studios",2.02,"yes",0.405940594059406,0.485148514851485,0.0198019801980198,0.0891089108910891
"Forza Horizon 2","Racing","Microsoft Game Studios",2.22,"no",0.382882882882883,0.545045045045045,0.0045045045045045,0.0720720720720721
"Forza Horizon 3","Racing","Microsoft Game Studios",0.38,"yes",0.394736842105263,0.526315789473684,0,0.0789473684210526
"Forza Motorsport","Racing","Microsoft Game Studios",1.05,"yes",0.495238095238095,0.485714285714286,0,0.019047619047619
"Forza Motorsport 2","Racing","Microsoft Game Studios",4.06,"yes",0.578817733990148,0.315270935960591,0.00738916256157636,0.100985221674877
"Forza Motorsport 3","Racing","Microsoft Game Studios",5.51,"yes",0.542649727767695,0.348457350272232,0.0181488203266788,0.0925589836660617
"Forza Motorsport 3: Ultimate Edition","Racing","Microsoft Game Studios",0.05,"yes",0,0.8,0,0.2
"Forza Motorsport 4","Racing","Microsoft Game Studios",4.64,"yes",0.448275862068966,0.439655172413793,0.0129310344827586,0.101293103448276
"Forza Motorsport 5","Racing","Microsoft Game Studios",2.18,"yes",0.555045871559633,0.357798165137615,0.00458715596330275,0.0779816513761468
"Forza Motorsport 6","Racing","Microsoft Game Studios",1.74,"yes",0.396551724137931,0.511494252873563,0.0172413793103448,0.0804597701149425
"Fossil Fighters","Role-Playing","Nintendo",0.9,"yes",0.933333333333333,0,0,0.0666666666666667
"Fossil Fighters (JP sales)","Role-Playing","Nintendo",0.3,"yes",0,0,1,0
"Fossil Fighters: Champions","Role-Playing","Nintendo",0.68,"yes",0.470588235294118,0,0.5,0.0294117647058824
"Fossil Fighters: Frontier","Role-Playing","Nintendo",0.35,"yes",0.228571428571429,0.114285714285714,0.657142857142857,0.0285714285714286
"Foster's Home for Imaginary Friends: Imagination Invaders","Adventure","Midway Games",0.06,"yes",1,0,0,0
"Foto Frenzy: Spot The Diffrence","Puzzle","Storm City Games",0.31,"yes",0.935483870967742,0,0,0.0645161290322581
"Foto Showdown","Role-Playing","Unknown",0.03,"yes",1,0,0,0
"Fox Sports College Hoops '99","Sports","Fox Interactive",0.25,"yes",0.8,0.2,0,0
"Fox Sports Golf '99","Sports","Gremlin Interactive Ltd",0.14,"yes",0.571428571428571,0.357142857142857,0,0.0714285714285714
"FoxKids.com Micro Maniacs Racing","Racing","Codemasters",0.11,"yes",0.545454545454545,0.363636363636364,0,0.0909090909090909
"Fracture","Shooter","LucasArts",0.5,"no",0.52,0.36,0,0.12
"Fragile Dreams: Farewell Ruins of the Moon","Role-Playing","Rising Star Games",0.38,"yes",0.447368421052632,0.315789473684211,0.157894736842105,0.0789473684210526
"Frank Thomas Big Hurt Baseball","Sports","Acclaim Entertainment",0.14,"yes",0.571428571428571,0.357142857142857,0,0.0714285714285714
"Frankenstein's Monster","Action","Data Age",0.32,"yes",0.9375,0.0625,0,0
"Franklin the Turtle","Misc","Game Factory",0.03,"yes",0.666666666666667,0.333333333333333,0,0
"Franklin's Great Adventures","Action","Game Factory",0.02,"yes",1,0,0,0
"Franklin: A Birthday Surprise","Misc","Game Factory",0.02,"yes",0.5,0.5,0,0
"Frantix","Puzzle","Ubisoft",0.08,"yes",1,0,0,0.125
"Freaky Flyers","Racing","Midway Games",0.13,"no",0.538461538461539,0.384615384615385,0,0.0769230769230769
"Freaky Flyers","Racing","Unknown",0.01,"yes",1,0,0,0
"Freddi Fish: ABC under the sea","Misc","Atari",0.13,"yes",1,0,0,0.0769230769230769
"Freddi Fish: Kelp Seed Mystery","Adventure","Majesco Entertainment",0.07,"yes",0.857142857142857,0,0,0
"Free Running","Sports","Reef Entertainment",0.04,"yes",0.5,0.5,0,0
"Freedom Fighters","Shooter","Electronic Arts",0.88,"no",0.590909090909091,0.318181818181818,0,0.0909090909090909
"Freedom Wars","Role-Playing","Sony Computer Entertainment",0.77,"yes",0.285714285714286,0.181818181818182,0.415584415584416,0.12987012987013
"Freedom Wings","Simulation","Natsume",0.02,"yes",1,0,0,0
"Freekstyle","Racing","Electronic Arts",1.15,"no",0.51304347826087,0.373913043478261,0,0.121739130434783
"Freekstyle","Racing","Zoo Digital Publishing",0.01,"yes",1,0,0,0
"Freelancer","Simulation","Microsoft Game Studios",0.05,"yes",0.4,0.4,0,0.2
"Freestyle Metal X","Racing","Midway Games",0.13,"no",0.538461538461539,0.230769230769231,0,0.0769230769230769
"Freeway","Action","Activision",0.34,"yes",0.941176470588235,0.0588235294117647,0,0
"Frequency","Misc","Sony Computer Entertainment",0.19,"yes",0.473684210526316,0.368421052631579,0,0.105263157894737
"Fresh PreCure! Asobi Collection","Action","Namco Bandai Games",0.09,"yes",0,0,1,0
